block_text,block_label
"| p29_req_variable_id | 398 |
| p29_res_variable_data | <pan>  |
Examples:
| p29_res_variable_id   | 000395 |
When I send a 29.x Get Variable message to the terminal with:
| p29_req_variable_id | 395 |
| p29_res_status        | 2      |
Scenario Outline: Manual entry transaction with 87.x and 29.x message to verify variables 396 398 399 400
| p29_res_status        | 2      |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_req_variable_id | 396 |
| p29_req_variable_id | 400 |
When I send a 29.x Get Variable message to the terminal with:
| p29_res_variable_id   | 000399           |
| p29_res_variable_data | <expect_exp_date> |
| p29_res_variable_data | true   |
| p29_res_variable_id   | 000398 |
| p29_res_status        | 2                |
| p29_res_variable_id   | 000396 |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2                 |
When I send a 29.x Get Variable message to the terminal with:
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_req_variable_id | 399 |
| card_type  | pan              | expect_exp_date | exp_date | code | add_data1 | add_data2 | cardholdername   |
| p29_res_variable_id   | 000400            |
@dx8000 @ex8000 @dx4000 @me
| Mastercard | 5413330089020011 | 2512            | 1225     | 221  | 000000    | 000       | MANUALLY/ENTERED |
When I send a 29.x Get Variable message to the terminal with:
| p29_res_variable_data | 0      |
| p29_res_status        | 2      |
| p29_res_variable_data | <cardholdername> |
Then I should receive the 29.x Get Variable response from terminal with params:
Then I should receive the 29.x Get Variable response from terminal with params:
When I send a 29.x Get Variable message to the terminal with:",Extract Card Data
"Given I successfully changed configuration ""0007"" ""0029"" to ""1""",Unknown
"Given I successfully changed configuration ""0007"" ""0029"" to ""1""",Unknown
"When I send a 00.x Offline message to the terminal with params:
| p00_req_reason_code | 0000 |
| p00_res_reason_code | 0000 |
And I wait until Element ""imageOffline"" visible
And I Wait until Element ""title"" contains ""This Lane Closed""
Then I should receive the 00.x Offline response from terminal with params:",Precondition
"And I Wait until Element ""title"" contains ""This Lane Closed""
And I wait until Element ""imageOffline"" visible
| p00_res_reason_code | 0000 |
When I send a 00.x Offline message to the terminal with params:
Then I should receive the 00.x Offline response from terminal with params:
| p00_req_reason_code | 0000 |",Precondition
"| p87_req_enabled_devices | M          |
When I send a 87.x On-Guard and KME Card Read message to the terminal with:
| p87_req_form_name       | read_cards |
| p87_req_prompt_index    | 1          |",Unknown
"| p87_req_enabled_devices | M          |
| p87_req_form_name       | read_cards |
When I send a 87.x On-Guard and KME Card Read message to the terminal with:
| p87_req_prompt_index    | 1          |",Unknown
"And I wait until Element ""btn_manual_entry"" visible
And I wait until Element ""btn_cancel"" visible
And I wait until Element ""line_display"" visible",Unknown
"And I wait until Element ""btn_manual_entry"" visible
And I wait until Element ""line_display"" visible
And I wait until Element ""btn_cancel"" visible",Unknown
"When I click Element ""ed_pan""
And I click Element ""btn_manual_entry""",Unknown
"When I click Element ""ed_pan""
And I click Element ""btn_manual_entry""",Unknown
"Then I send keys to Element ""ed_pan"" text ""<pan>""
And I press enter button",Unknown
"Then I send keys to Element ""ed_pan"" text ""<pan>""
And I press enter button",Unknown
"When I click Element ""ed_cvv""",Unknown
"When I click Element ""ed_cvv""",Unknown
"And I press enter button
Then I send keys to Element ""ed_cvv"" text ""<code>""",Unknown
"And I press enter button
Then I send keys to Element ""ed_cvv"" text ""<code>""",Unknown
"When I click Element ""ed_expiry_date""",Unknown
"When I click Element ""ed_expiry_date""",Unknown
"Then I send keys to Element ""ed_expiry_date"" text ""<exp_date>""
And I press enter button",Unknown
"Then I send keys to Element ""ed_expiry_date"" text ""<exp_date>""
And I press enter button",Unknown
"When I click Element ""btn_manual_confirm""",Unknown
"When I click Element ""btn_manual_confirm""",Unknown
"| p87_res_exit_type   | 0                                                                        |
Then I should receive the 87.x On-Guard and KME Card Read Data response from terminal with params:
| p87_res_card_data   | @regexp:^M<pan>\^<cardholdername>\^<expect_exp_date><add_data1><code>.*$ |
| p87_res_card_source | H                                                                        |",Unknown
"Then I should receive the 87.x On-Guard and KME Card Read Data response from terminal with params:
| p87_res_exit_type   | 0                                                                        |
| p87_res_card_source | H                                                                        |
| p87_res_card_data   | @regexp:^M<pan>\^<cardholdername>\^<expect_exp_date><add_data1><code>.*$ |",Unknown
"| p29_req_variable_id | 400 |
| p29_req_variable_id | 399 |
Scenario Outline: Manual entry transaction with 87.x and 29.x message to verify variables 396 398 399 400
| p29_req_variable_id | 396 |
| p29_res_status        | 2      |
| p29_res_status        | 2      |
| p29_res_variable_id   | 000398 |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_req_variable_id | 395 |
| p29_res_status        | 2                |
When I send a 29.x Get Variable message to the terminal with:
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_variable_id   | 000395 |
@rx5000 @rx7000 @me
| p29_res_variable_data | <expect_exp_date> |
| card_type  | pan              | expect_exp_date | exp_date | code | add_data1 | cardholdername   |
| p29_res_variable_data | true   |
| p29_res_status        | 2                 |
| p29_res_status        | 2      |
| p29_res_variable_data | <cardholdername> |
| p29_res_variable_id   | 000400            |
Examples:
Then I should receive the 29.x Get Variable response from terminal with params:
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_variable_data | 0      |
When I send a 29.x Get Variable message to the terminal with:
| p29_req_variable_id | 398 |
| p29_res_variable_id   | 000399           |
When I send a 29.x Get Variable message to the terminal with:
When I send a 29.x Get Variable message to the terminal with:
Then I should receive the 29.x Get Variable response from terminal with params:
When I send a 29.x Get Variable message to the terminal with:
| p29_res_variable_id   | 000396 |
| Mastercard | 5413330089020011 | 2512            | 1225     | 221  | 000000    | MANUALLY/ENTERED |
| p29_res_variable_data | <pan>  |",Extract Card Data
"| p29_res_variable_id   | 000398 |
| card_type  | pan              | expect_exp_date | exp_date | code | add_data1 | cardholdername   |
| p29_req_variable_id | 396 |
| p29_res_variable_id   | 000396 |
When I send a 29.x Get Variable message to the terminal with:
| p29_res_variable_data | true   |
When I send a 29.x Get Variable message to the terminal with:
@rx5000 @rx7000 @me
| p29_req_variable_id | 398 |
| p29_req_variable_id | 400 |
When I send a 29.x Get Variable message to the terminal with:
| p29_res_status        | 2      |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2                |
When I send a 29.x Get Variable message to the terminal with:
| p29_res_variable_data | <pan>  |
| p29_req_variable_id | 399 |
| p29_res_status        | 2      |
| p29_res_variable_id   | 000400            |
Scenario Outline: Manual entry transaction with 87.x and 29.x message to verify variables 396 398 399 400
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_variable_data | 0      |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_variable_id   | 000399           |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_variable_id   | 000395 |
Then I should receive the 29.x Get Variable response from terminal with params:
When I send a 29.x Get Variable message to the terminal with:
| p29_res_status        | 2      |
| p29_res_variable_data | <expect_exp_date> |
Examples:
| p29_res_status        | 2                 |
| p29_res_variable_data | <cardholdername> |
| Mastercard | 5413330089020011 | 2512            | 1225     | 221  | 000000    | MANUALLY/ENTERED |
| p29_req_variable_id | 395 |",Extract Card Data
"Given I successfully changed configuration ""0007"" ""0029"" to ""1""",Unknown
"Given I successfully changed configuration ""0007"" ""0029"" to ""1""",Unknown
"| p00_res_reason_code | 0000 |
| p00_req_reason_code | 0000 |
When I send a 00.x Offline message to the terminal with params:
And I wait until Element ""imageOffline"" visible
And I Wait until Element ""title"" contains ""This Lane Closed""
Then I should receive the 00.x Offline response from terminal with params:",Precondition
"| p00_res_reason_code | 0000 |
When I send a 00.x Offline message to the terminal with params:
And I wait until Element ""imageOffline"" visible
And I Wait until Element ""title"" contains ""This Lane Closed""
| p00_req_reason_code | 0000 |
Then I should receive the 00.x Offline response from terminal with params:",Precondition
"| p87_req_enabled_devices | M          |
| p87_req_prompt_index    | 1          |
| p87_req_form_name       | read_cards |
When I send a 87.x On-Guard and KME Card Read message to the terminal with:",Unknown
"When I send a 87.x On-Guard and KME Card Read message to the terminal with:
| p87_req_form_name       | read_cards |
| p87_req_enabled_devices | M          |
| p87_req_prompt_index    | 1          |",Unknown
"And I wait until Element ""btn_manual_entry"" visible
And I wait until Element ""line_display"" visible
And I wait until Element ""btn_cancel"" visible",Unknown
"And I wait until Element ""line_display"" visible
And I wait until Element ""btn_cancel"" visible
And I wait until Element ""btn_manual_entry"" visible",Unknown
"And I click Element ""ed_pan""
When I click Element ""btn_manual_entry""",Unknown
"When I click Element ""btn_manual_entry""
And I click Element ""ed_pan""",Unknown
"And I press enter button
And I send keys to Element ""ed_pan"" text ""<pan>""",Unknown
"And I press enter button
And I send keys to Element ""ed_pan"" text ""<pan>""",Unknown
"When I click Element ""ed_cvv""",Unknown
"When I click Element ""ed_cvv""",Unknown
"And I press enter button
And I send keys to Element ""ed_cvv"" text ""<code>""",Unknown
"And I press enter button
And I send keys to Element ""ed_cvv"" text ""<code>""",Unknown
"When I click Element ""ed_expiry_date""",Unknown
"When I click Element ""ed_expiry_date""",Unknown
"And I send keys to Element ""ed_expiry_date"" text ""<exp_date>"" and then ENTER",Unknown
"And I send keys to Element ""ed_expiry_date"" text ""<exp_date>"" and then ENTER",Unknown
"| p87_res_card_data   | @regexp:^M<pan>\^<cardholdername>\^<expect_exp_date><add_data1><code>.*$ |
| p87_res_exit_type   | 0                                                                        |
Then I should receive the 87.x On-Guard and KME Card Read Data response from terminal with params:
| p87_res_card_source | H                                                                        |",Unknown
